DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,crime_bin
221800725,7/23/2022 0:00,7/23/2022 0:00,0230,18,Southeast,1841,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0400 1212 1822 2024,0,X,X,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,JA,Juv Arrest,231,,,,IMPERIAL,HOOVER,33.931,-118.287,violent
220105204,1/21/2022 0:00,1/21/2022 0:00,1414,01,Central,0152,2,755,BOMB SCARE,0404,49,M,W,738,LIBRARY,511,VERBAL THREAT,IC,Invest Cont,755,,,,600 W  5TH                          ST,,34.0502,-118.2539,violent
220416079,12/7/2022 0:00,12/6/2022 0:00,2300,04,Hollenbeck,0497,2,940,EXTORTION,1912,20,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,,,,3300    HUNTER                       ST,,34.0202,-118.2063,fraud
220311882,6/3/2022 0:00,6/3/2022 0:00,0741,03,Southwest,0325,2,762,LEWD CONDUCT,1822 0528,43,F,H,108,PARKING LOT,,,IC,Invest Cont,762,,,,2600 S  VERMONT                      AV,,34.0328,-118.2916,sex
221117155,12/6/2022 0:00,12/6/2022 0:00,0350,11,Northeast,1109,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0400 0447 1822 2004 1212,0,X,X,102,SIDEWALK,306,ROCK/THROWN OBJECT,AA,Adult Arrest,231,,,,COLORADO,ARGUS,34.1394,-118.2062,violent
221204562,1/11/2022 0:00,1/11/2022 0:00,1315,12,77th Street,1268,2,850,INDECENT EXPOSURE,1258 1251 0529 0913 0361 0603,7,M,H,101,STREET,,,AO,Adult Other,850,,,,100 E  84TH                         ST,,33.9628,-118.2739,sex
220613712,7/24/2022 0:00,7/24/2022 0:00,1700,06,Hollywood,0636,2,886,DISTURBING THE PEACE,1822 0421 1501,45,M,W,102,SIDEWALK,,,IC,Invest Cont,886,,,,WHITLEY,HOLLYWOOD,34.1016,-118.3333,other
220705584,2/12/2022 0:00,2/5/2022 0:00,1700,07,Wilshire,0758,2,940,EXTORTION,1822 1915 2040,47,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,946,956,,1200 S  PLYMOUTH                     BL,,34.0504,-118.3296,fraud
221210907,4/29/2022 0:00,4/29/2022 0:00,0815,12,77th Street,1239,2,850,INDECENT EXPOSURE,0529 1259 1251 1312 1822 0528,15,F,H,721,HIGH SCHOOL,,,IC,Invest Cont,850,,,,800 W  60TH                         ST,,33.9855,-118.287,sex
220709173,5/13/2022 0:00,5/13/2022 0:00,0700,07,Wilshire,0737,2,886,DISTURBING THE PEACE,1309 1822,68,F,H,101,STREET,,,IC,Invest Cont,886,,,,600 S  ORANGE                       DR,,34.0649,-118.3419,other
220716537,11/13/2022 0:00,11/13/2022 0:00,1110,07,Wilshire,0745,2,886,DISTURBING THE PEACE,0443,60,F,B,203,OTHER BUSINESS,,,IC,Invest Cont,886,,,,800 S  LA BREA                      AV,,34.0605,-118.3447,other
221006472,3/8/2022 0:00,3/8/2022 0:00,0742,10,West Valley,1018,2,762,LEWD CONDUCT,1822 0528,37,F,H,704,ELEMENTARY SCHOOL,,,AA,Adult Arrest,762,,,,15800    SATICOY                      ST,,34.2085,-118.4771,sex
220713694,9/3/2022 0:00,9/3/2022 0:00,2022,07,Wilshire,0713,2,932,PEEPING TOM,0372 1822 0216,28,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,932,,,,300 N  GARDNER                      ST,,34.0782,-118.3573,sex
220312758,6/24/2022 0:00,6/23/2022 0:00,2030,03,Southwest,0397,2,940,EXTORTION,1822 1251 1259 0337,15,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,4200 S  VERMONT                      AV,,34.0073,-118.298,fraud
220618801,11/11/2022 0:00,11/10/2022 0:00,0830,06,Hollywood,0676,2,850,INDECENT EXPOSURE,0529 1822 1501 2004,41,M,O,102,SIDEWALK,,,IC,Invest Cont,850,,,,VINE,WARING,34.0853,-118.3266,sex
221421083,12/16/2022 0:00,12/16/2022 0:00,1830,14,Pacific,1479,2,940,EXTORTION,1915 1913 0511 0344,24,M,W,751,WEBSITE,,,IC,Invest Cont,940,,,,5600 W  78TH                         ST,,33.967,-118.3787,fraud
220614664,8/13/2022 0:00,8/13/2022 0:00,0100,06,Hollywood,0637,2,805,PIMPING,1402 0908 0101 1501,19,F,B,503,HOTEL,,,IC,Invest Cont,805,998,,,1800    ARGYLE                       AV,,34.1037,-118.3252,sex
221911879,7/12/2022 0:00,7/12/2022 0:00,1700,19,Mission,1998,2,647,THROWING OBJECT AT MOVING VEHICLE,2004 1822 0447 1310 1212,0,M,W,101,STREET,306,ROCK/THROWN OBJECT,AA,Adult Arrest,647,,,,WOODMAN,VAN NUYS,34.2153,-118.4409,vandalism
221608787,5/26/2022 0:00,5/26/2022 0:00,0900,16,Foothill,1617,2,940,EXTORTION,1258 1501,13,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,8400    OSWEGO                       ST,,34.2623,-118.3158,fraud
220513119,8/30/2022 0:00,8/30/2022 0:00,0300,05,Harbor,0528,2,940,EXTORTION,1915 1259 1913,17,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,1300 E  M                            ST,,33.7893,-118.248,fraud
221818541,10/2/2022 0:00,10/2/2022 0:00,0941,18,Southeast,1804,1,353,DRUNK ROLL,0325 1822,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,353,,,,8600    AVALON                       BL,,33.9601,-118.2651,theft
220706862,3/16/2022 0:00,3/15/2022 0:00,2300,07,Wilshire,0765,2,932,PEEPING TOM,1501,29,F,B,710,OTHER PREMISE,,,IC,Invest Cont,932,,,,4600    VENICE                       BL,,34.0471,-118.3372,sex
220304801,1/19/2022 0:00,1/19/2022 0:00,0915,03,Southwest,0354,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0917 1212 0302 0334 0421 1822,0,M,X,103,ALLEY,104,SHOTGUN,AA,Adult Arrest,231,,,,2400 W  JEFFERSON                    BL,,34.0256,-118.3212,violent
220907623,4/5/2022 0:00,4/3/2022 0:00,1655,09,Van Nuys,0952,2,850,INDECENT EXPOSURE,1210 0529 1822,54,F,W,101,STREET,,,AO,Adult Other,850,,,,14600    ALBERS                       ST,,34.1703,-118.4509,sex
221805703,2/7/2022 0:00,2/7/2022 0:00,0900,18,Southeast,1891,2,886,DISTURBING THE PEACE,0913 0603 0361,37,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,886,,,,800 W  165TH                        PL,,33.8808,-118.2891,other
220512531,8/14/2022 0:00,8/14/2022 0:00,1720,05,Harbor,0512,2,850,INDECENT EXPOSURE,0361 1822 0529 0603,49,F,W,147,POOL-PUBLIC/OUTDOOR OR INDOOR*,,,AA,Adult Arrest,850,,,,1500    PALOS VERDES                 DR,,33.7798,-118.3055,sex
220815968,10/24/2022 0:00,10/24/2022 0:00,0610,08,West LA,0858,1,351,PURSE SNATCHING,0344 0444 1300 0448 0346 1822,73,F,W,503,HOTEL,,,IC,Invest Cont,351,,,,1100 S  ROBERTSON                    BL,,34.0521,-118.3864,theft
221604849,1/28/2022 0:00,1/28/2022 0:00,1220,16,Foothill,1681,2,850,INDECENT EXPOSURE,0528 1300 1258 1251,13,F,H,108,PARKING LOT,,,IC,Invest Cont,850,,,,8500    ARLETA                       AV,,34.223,-118.4062,sex
221505537,2/5/2022 0:00,2/5/2022 0:00,1730,15,N Hollywood,1599,2,647,THROWING OBJECT AT MOVING VEHICLE,1300,42,F,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647,,,,CAHUENGA,LANKERSHIM,34.1372,-118.3633,vandalism
221206699,2/19/2022 0:00,2/19/2022 0:00,2210,12,77th Street,1256,2,647,THROWING OBJECT AT MOVING VEHICLE,1310 1822 0329 1307 0447,49,F,H,101,STREET,306,ROCK/THROWN OBJECT,IC,Invest Cont,647,,,,75TH                         ST,FIGUEROA                     ST,33.9717,-118.2827,vandalism
220905181,2/1/2022 0:00,1/31/2022 0:00,1100,09,Van Nuys,0946,2,940,EXTORTION,0112 1822 0337,43,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,14000    OXNARD                       ST,,34.1794,-118.4377,fraud
221412146,6/9/2022 0:00,6/9/2022 0:00,1050,14,Pacific,1463,2,850,INDECENT EXPOSURE,0529,37,F,A,710,OTHER PREMISE,,,IC,Invest Cont,850,,,,13100    FOUNTAIN PARK                DR,,33.9749,-118.4283,sex
221211671,5/12/2022 0:00,5/12/2022 0:00,0300,12,77th Street,1256,2,940,EXTORTION,1251 1822 0337,22,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,7200 S  HOOVER                       ST,,33.9746,-118.2871,fraud
220815418,10/9/2022 0:00,9/17/2022 0:00,1140,08,West LA,0816,2,940,EXTORTION,1915,19,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,,,,500    VETERAN                      AV,,34.0685,-118.4548,fraud
220206864,3/7/2022 0:00,2/28/2022 0:00,1000,02,Rampart,0257,2,940,EXTORTION,0432 0337 0913 1813 2000,38,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,1200    INGRAHAM                     ST,,34.0523,-118.2653,fraud
221507478,3/24/2022 0:00,3/24/2022 0:00,0700,15,N Hollywood,1539,2,940,EXTORTION,1501,27,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,5800    VINELAND                     AV,,34.1758,-118.3703,fraud
220614454,8/10/2022 0:00,8/5/2022 0:00,0045,06,Hollywood,0625,2,647,THROWING OBJECT AT MOVING VEHICLE,1822 0447 1501,41,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647,,,,MULHOLLAND                   DR,CAHUENGA                     BL,34.1131,-118.341,vandalism
221514189,8/30/2022 0:00,8/24/2022 0:00,0713,15,N Hollywood,1515,2,932,PEEPING TOM,,64,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,932,,,,6800    MORELLA                      AV,,34.1939,-118.39,sex
220710814,6/24/2022 0:00,6/19/2022 0:00,2300,07,Wilshire,0762,2,886,DISTURBING THE PEACE,0603 0361,36,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,886,,,,1400 S  HAYWORTH                     AV,,34.0517,-118.3675,other
221315359,8/2/2022 0:00,7/31/2022 0:00,1500,13,Newton,1372,2,850,INDECENT EXPOSURE,1309 0529,33,F,H,101,STREET,,,IC,Invest Cont,850,,,,SAN PEDRO                    ST,54TH                         ST,33.9934,-118.2702,sex
221714156,9/29/2022 0:00,9/29/2022 0:00,1612,17,Devonshire,1717,2,755,BOMB SCARE,1822 2126,0,M,W,721,HIGH SCHOOL,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,755,,,,11200    GOTHIC                       AV,,34.2737,-118.4887,violent
221223013,11/6/2022 0:00,11/6/2022 0:00,1925,12,77th Street,1253,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 0400 0401,0,X,X,101,STREET,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AO,Adult Other,231,998,,,WESTERN                      AV,FLORENCE                     AV,33.9746,-118.309,violent
221401258,10/24/2022 0:00,10/24/2022 0:00,1800,14,Pacific,1407,2,928,THREATENING PHONE CALLS/LETTERS,0443 1402,28,F,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,928,930,998,,3700    VINTON                       AV,,34.0233,-118.4046,other
220912788,8/19/2022 0:00,8/18/2022 0:00,2200,09,Van Nuys,0985,2,940,EXTORTION,1915 1822,18,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,4400    KATHERINE                    AV,,34.1509,-118.4433,fraud
221415399,8/16/2022 0:00,8/16/2022 0:00,1420,14,Pacific,1494,2,762,LEWD CONDUCT,0500,47,F,H,212,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,762,,,,100    WORLD WAY,,33.9455,-118.4004,sex
222114386,9/17/2022 0:00,9/17/2022 0:00,0046,21,Topanga,2169,2,940,EXTORTION,1822 1906,20,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,5700    JUMILLA                      AV,,34.1745,-118.564,fraud
220206049,2/17/2022 0:00,2/15/2022 0:00,0900,02,Rampart,0247,2,940,EXTORTION,1822 1251 1000 0432,20,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,1800    MARYLAND                     ST,,34.0596,-118.27,fraud
220320969,11/29/2022 0:00,11/29/2022 0:00,1400,03,Southwest,0338,1,351,PURSE SNATCHING,1822 0344 0305 1300 0326 0216 0346,22,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,351,,,,W  JEFFERSON                    BL,VERMONT                      AV,34.0255,-118.2915,theft
221415729,8/26/2022 0:00,8/6/2022 0:00,1200,14,Pacific,1457,2,940,EXTORTION,0377,28,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,940,,,,12300    CULVER                       BL,,33.9919,-118.4202,fraud
220111680,5/4/2022 0:00,5/4/2022 0:00,1800,01,Central,0105,2,762,LEWD CONDUCT,2004 1822 0529,32,M,H,101,STREET,,,IC,Invest Cont,762,,,,BROADWAY,COTTAGE HOME                 ST,34.0673,-118.2354,sex
220613970,7/31/2022 0:00,7/31/2022 0:00,0345,06,Hollywood,0646,2,886,DISTURBING THE PEACE,1501 0605 0913,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,886,,,,1600    COSMO                        ST,,34.0998,-118.3288,other
220815377,10/5/2022 0:00,10/5/2022 0:00,2140,08,West LA,0883,2,886,DISTURBING THE PEACE,0443,36,M,O,101,STREET,507,LIQUOR/DRUGS,IC,Invest Cont,886,,,,COTNER,MISSOURI,34.0421,-118.4418,other
222015425,9/26/2022 0:00,9/22/2022 0:00,1100,20,Olympic,2039,2,850,INDECENT EXPOSURE,0913 0361 0319 0603 0500,36,F,B,101,STREET,,,IC,Invest Cont,850,,,,600 S  HOOVER                       ST,,34.0598,-118.2865,sex
221709041,5/18/2022 0:00,5/18/2022 0:00,1135,17,Devonshire,1762,2,928,THREATENING PHONE CALLS/LETTERS,1912 1822 0443,24,M,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,928,,,,20400    KINZIE                       ST,,34.248,-118.5771,other
220500913,12/24/2022 0:00,12/13/2022 0:00,1030,05,Harbor,0509,2,940,EXTORTION,0342 0432 0443 0601 0913 1300,34,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,940,,,,1400 W  LOMITA                       BL,,33.7978,-118.3012,fraud
221610099,7/3/2022 0:00,7/3/2022 0:00,1730,16,Foothill,1602,2,940,EXTORTION,0337 1915 1822,18,M,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,940,,,,12600    VAN NUYS                     BL,,34.2816,-118.4073,fraud
221511907,7/5/2022 0:00,7/5/2022 0:00,2215,15,N Hollywood,1544,2,647,THROWING OBJECT AT MOVING VEHICLE,1307 1300 0329 1609 1822 1414,0,M,O,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647,,,,LAUREL CANYON,CHANDLER,34.1613,-118.4008,vandalism
221514435,9/3/2022 0:00,9/2/2022 0:00,2200,15,N Hollywood,1543,2,886,DISTURBING THE PEACE,,42,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,886,,,,HERMITAGE,CHANDLER,34.1687,-118.4003,other
220700609,3/19/2022 0:00,3/19/2022 0:00,1726,07,Wilshire,0724,2,755,BOMB SCARE,0404,21,X,X,415,THE GROVE,511,VERBAL THREAT,IC,Invest Cont,755,,,,100    THE GROVE                    DR,,34.0736,-118.3563,violent
222004319,1/9/2022 0:00,1/5/2022 0:00,1227,20,Olympic,2038,2,762,LEWD CONDUCT,0500 0528 0913,27,F,H,121,YARD (RESIDENTIAL/BUSINESS),,,AO,Adult Other,762,,,,3000    LEEWARD                      AV,,34.0587,-118.2891,sex
220218962,10/21/2022 0:00,10/21/2022 0:00,1420,02,Rampart,0216,2,850,INDECENT EXPOSURE,1822 2049 0529 2051 0910,24,F,H,801,MTA BUS,,,IC,Invest Cont,850,,,,SUNSET,ROSEMONT,34.078,-118.2662,sex
220215929,9/5/2022 0:00,9/5/2022 0:00,1911,02,Rampart,0247,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 1822 1309,0,X,X,101,STREET,307,VEHICLE,AO,Adult Other,231,,,,BURLINGTON,6TH,34.0579,-118.2711,violent
220715310,10/14/2022 0:00,10/14/2022 0:00,1330,07,Wilshire,0775,2,940,EXTORTION,1822 1912 0422 0337,45,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,,,,4800    ST ELMO                      DR,,34.0431,-118.3419,fraud
220713837,9/7/2022 0:00,9/7/2022 0:00,1620,07,Wilshire,0722,2,886,DISTURBING THE PEACE,0216 1822 1402,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,886,998,,,8400 W  3RD                          ST,,34.073,-118.3732,other
221011345,7/7/2022 0:00,6/2/2022 0:00,0001,10,West Valley,1075,2,932,PEEPING TOM,0913 0361,33,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,932,,,,18200    KILLION                      ST,,34.1709,-118.5291,sex
220315318,8/18/2022 0:00,8/18/2022 0:00,0600,03,Southwest,0361,2,932,PEEPING TOM,1822,51,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,932,,,,5000    OBAMA                        BL,,34.0215,-118.3515,sex
221416658,9/16/2022 0:00,9/16/2022 0:00,1530,14,Pacific,1468,2,940,EXTORTION,1501,64,M,H,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,940,,,,4800    MARIONWOOD                   DR,,33.9949,-118.4128,fraud
221014335,9/22/2022 0:00,9/22/2022 0:00,2105,10,West Valley,1008,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1822 0400 0416 1402 1414 1420 1212,0,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,231,998,,,HAYVENHURST                  AV,SHERMAN                      WY,34.2011,-118.4924,violent
221607589,4/23/2022 0:00,4/23/2022 0:00,2115,16,Foothill,1645,2,850,INDECENT EXPOSURE,0500 1822 0528 0529,34,F,H,101,STREET,,,IC,Invest Cont,850,,,,12300    OSBORNE                      ST,,34.2626,-118.4094,sex
221607916,5/3/2022 0:00,5/3/2022 0:00,1700,16,Foothill,1695,2,886,DISTURBING THE PEACE,0913,41,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,886,,,,7800    VINELAND                     AV,,34.2108,-118.3719,other
220615821,9/11/2022 0:00,9/10/2022 0:00,2345,06,Hollywood,0645,2,806,PANDERING,0446 0448 0444 1814 0400 0416 1309 1310 1311 1501,36,F,B,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,806,,,,HOLLYWOOD                    BL,SYCAMORE                     AV,34.1015,-118.3434,other
221114616,10/3/2022 0:00,10/2/2022 0:00,1535,11,Northeast,1113,2,762,LEWD CONDUCT,0528 1822 0500,19,M,H,709,PUBLIC RESTROOM(INDOORS-INSIDE),,,AO,Adult Other,762,,,,2700    COLORADO                     BL,,34.1427,-118.2243,sex
221709522,5/30/2022 0:00,5/30/2022 0:00,0855,17,Devonshire,1752,2,928,THREATENING PHONE CALLS/LETTERS,1906 0913 1814 2000,49,F,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AA,Adult Arrest,928,,,,10100    DE SOTO                      AV,,34.2537,-118.5886,other
220808122,4/12/2022 0:00,4/12/2022 0:00,0630,08,West LA,0883,2,886,DISTURBING THE PEACE,0319 0919,48,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,886,,,,LA GRANGE                    AV,COTNER                       AV,34.0421,-118.4418,other
220304717,1/17/2022 0:00,1/9/2022 0:00,1000,03,Southwest,0338,2,940,EXTORTION,1822 1251 0940 0337 1915,21,M,I,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,,,,1200 W  30TH                         ST,,34.0275,-118.2891,fraud
222106601,3/9/2022 0:00,3/9/2022 0:00,1620,21,Topanga,2136,2,647,THROWING OBJECT AT MOVING VEHICLE,0329 1307,38,M,X,101,STREET,,,IC,Invest Cont,647,740,,,DEERING                      AV,SHERMAN                      WY,34.2011,-118.5966,vandalism
220705640,2/11/2022 0:00,2/11/2022 0:00,1945,07,Wilshire,0735,2,886,DISTURBING THE PEACE,2004 1501,33,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,886,,,,5500    WILSHIRE                     BL,,34.0633,-118.3473,other
220208649,4/11/2022 0:00,4/8/2022 0:00,1200,02,Rampart,0236,2,940,EXTORTION,1259 1251 1915 1822,14,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,,,,100 S  MOUNTAIN VIEW                AV,,34.0648,-118.2708,fraud
221614709,11/30/2022 0:00,11/30/2022 0:00,1000,16,Foothill,1681,2,850,INDECENT EXPOSURE,1258 0529,13,F,H,720,JUNIOR HIGH SCHOOL,,,AO,Adult Other,850,,,,8500    ARLETA                       AV,,34.223,-118.4062,sex
220120180,9/10/2022 0:00,9/10/2022 0:00,1430,01,Central,0119,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0917 1212 1309 1313 1501 1822,0,M,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,231,,,,ALAMEDA,CESAR E CHAVEZ,34.0581,-118.2371,violent
222108661,1/27/2022 0:00,1/21/2022 0:00,1200,21,Topanga,2158,2,928,THREATENING PHONE CALLS/LETTERS,1912,48,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,928,,,,21000    ERWIN                        ST,,34.1828,-118.5916,other
221017605,12/12/2022 0:00,12/11/2022 0:00,2354,10,West Valley,1045,2,933,PROWLER,1822 0216,33,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,933,,,,17700    BURBANK                      BL,,34.1722,-118.5185,other
222116166,11/2/2022 0:00,9/1/2022 0:00,1200,21,Topanga,2177,2,940,EXTORTION,1202,70,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,21500    BURBANK                      BL,,34.1733,-118.5989,fraud
221113350,9/1/2022 0:00,8/31/2022 0:00,1200,11,Northeast,1148,2,940,EXTORTION,1915 0337,24,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,4600    WOODSIDE                     DR,,34.0981,-118.2055,fraud
221517765,11/25/2022 0:00,11/22/2022 0:00,1100,15,N Hollywood,1529,2,940,EXTORTION,0212 1219 1906 0337,30,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,10800    VICTORY                      BL,,34.1867,-118.366,fraud
220322364,12/26/2022 0:00,12/26/2022 0:00,1345,03,Southwest,0397,2,647,THROWING OBJECT AT MOVING VEHICLE,1822 0342 1309 1402 1407 0919 1310 1212 1601,21,X,X,101,STREET,212,BOTTLE,IC,Invest Cont,647,,,,VERMONT                      AV,MARTIN LUTHER KING JR        BL,34.0109,-118.2915,vandalism
222115129,10/6/2022 0:00,9/28/2022 0:00,1200,21,Topanga,2157,2,928,THREATENING PHONE CALLS/LETTERS,1912,40,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,928,,,,21200    KITTRIDGE                    ST,,34.1913,-118.5942,other
220509683,5/30/2022 0:00,5/25/2022 0:00,0900,05,Harbor,0531,2,886,DISTURBING THE PEACE,1501,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,886,,,,1400    260TH                        ST,,33.7868,-118.3019,other
220809929,5/24/2022 0:00,5/24/2022 0:00,1550,08,West LA,0851,2,647,THROWING OBJECT AT MOVING VEHICLE,0919 1300 1310 0447,59,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,647,,,,BUNDY                        AV,IDAHO                        AV,34.0392,-118.4613,vandalism
220813523,8/19/2022 0:00,8/19/2022 0:00,1120,08,West LA,0801,2,940,EXTORTION,1913 1915 1259 2040 0443,16,M,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,940,,,,16700    CALLE ARBOLADA,,34.0743,-118.5505,fraud
221011138,7/2/2022 0:00,7/2/2022 0:00,0915,10,West Valley,1021,2,755,BOMB SCARE,1822 0443 0404,0,M,W,510,NURSING/CONVALESCENT/RETIREMENT HOME,501,BOMB THREAT,IC,Invest Cont,755,,,,7100    CORBIN                       AV,,34.1994,-118.5622,violent
221412674,6/20/2022 0:00,6/13/2022 0:00,0900,14,Pacific,1467,1,351,PURSE SNATCHING,0344 0345 0390,54,F,O,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,351,,,,7400    LA TIJERA                    BL,,33.9733,-118.3878,theft
221015633,10/25/2022 0:00,10/25/2022 0:00,0805,10,West Valley,1039,2,886,DISTURBING THE PEACE,1310 0319 1822 1601,28,F,H,101,STREET,,,IC,Invest Cont,886,,,,GLORIA,VICTORY                      BL,34.1866,-118.4793,other
220204857,1/21/2022 0:00,1/21/2022 0:00,1230,02,Rampart,0257,2,762,LEWD CONDUCT,1822 1258 0528,13,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,762,,,,600 S  UNION                        AV,,34.057,-118.2691,sex
221008524,4/28/2022 0:00,4/27/2022 0:00,1430,10,West Valley,1067,2,940,EXTORTION,1501,22,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,5200    AMESTOY                      AV,,34.165,-118.5055,fraud
221513652,8/17/2022 0:00,8/15/2022 0:00,0001,15,N Hollywood,1557,2,940,EXTORTION,1501 1822 2040,21,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,,,,10800    PEACH GROVE                  ST,,34.159,-118.3659,fraud
